variable,role,eq_model,eq_paper,paper_role,paper_name,paper_unit,paper_source,paper_source_full,model_unit,status,source_used,raw_file,transform,unit_conversion,missing_handling,constant_value,first_valid,last_valid,n_missing_window,n_missing_solve_period,issue
FASSTV,内生,145,145,内生,対外資産,10億円,"CAO,SNA",内閣府 国民経済計算・固定資本ストック速報,10億円（ストック・期末）,同種統計・加工差,ESRI 国民経済計算 対外資産（暦年末）,data/raw/2022ss5_jp.xlsx,暦年末値を対数線形で四半期補間,10億円,なし,,2010Q1,2021Q4,0,0,
SBCV,内生,149,149,内生,累積経常収支,10億円,Author,内閣府経済社会総合研究所作成,10億円（ストック・期末）,同種統計・加工差,ESRI 国民経済計算 対外純資産（暦年末）,data/raw/2022ss5_jp.xlsx,暦年末値を線形で四半期補間,10億円,なし,,2010Q1,2021Q4,0,0,
FLIABV,内生,150,150,内生,対外負債,10億円,"CAO,SNA",内閣府 国民経済計算・固定資本ストック速報,10億円（ストック・期末）,定義式,FASSTV − SBCV（式150）,,,10億円,なし,,2010Q1,2021Q4,0,0,
RSBCV,内生,146,146,内生,累積経常収支調整項,％,Author,内閣府経済社会総合研究所作成,小数（比率）,逆算（Author 系列の代替）,(SBCV − BCV/4) ÷ SBCV(-1)（式149 を実績で閉じる累積経常収支調整項）,,,小数,2010Q1 は欠損（ラグ）,,2010Q2,2021Q4,1,0,
US_RGB,外生,,,外生,米国長期金利,％,"IMF,IFS",IMF International Financial Statistics,%,同種統計,OECD Financial market statistics 米国 長期金利 IRLT（10年国債利回り、月次）。論文は IMF IFS,data/raw/oecd_DSD_STES_DF_FINMARK_USA_M_IRLT_PA_____.csv → external_series.csv,月次→四半期平均,%,なし,,2010Q1,2021Q4,0,0,
US_WPI,外生,,,外生,米国生産者物価指数,2015年=1,"IMF,IFS",IMF International Financial Statistics,2015年=100,同種統計,OECD Key short-term economic indicators 米国 生産者物価 PP（製造業 activity=C、月次、2015年=100）。論文は IMF IFS,data/raw/oecd_DSD_KEI_DF_KEI_USA-G7-OECD_M_PP_IX___.csv → external_series.csv,月次→四半期平均,2015年=100 のまま（論文は 2015年=1。式147 には対数比で入り、水準差は誤差項に吸収）,2023年以降は OECD 未公表（モデル期間外）,,2010Q1,2021Q4,0,0,#3
WD_YVI,外生,,,外生,世界GDP（日本除く）,2015年=100,"IMF,WEO",IMF World Economic Outlook,2015年=100,代用,OECD Quarterly National Accounts OECD 加盟国計 実質GDP 指数（2015年=100、季調）。論文は世界GDP（日本除く、IMF WEO）,data/raw/oecd_DSD_NAMAIN1_DF_QNA_Q_Y_OECD_S1_S1_B1GQ__Z__Z__Z____.csv → external_series.csv,四半期そのまま（日本を含む）,2015年=100,なし,,2010Q1,2021Q4,0,0,#3
WD_PX,外生,,,外生,競争国の輸出価格の加重平均,2015年=100,"IMF,IFS",IMF International Financial Statistics,2015年=100,代用,= 米国 生産者物価（US_WPI と同じ系列）。論文は競争国の輸出・輸入価格の加重平均（IMF IFS）。OECD の G7 集計が取得できず米国で代用,data/raw/oecd_DSD_KEI_DF_KEI_USA-G7-OECD_M_PP_IX___.csv → external_series.csv,月次→四半期平均,"2015年=100（式9, 65, 80 には対数差・比で入る）",2023年以降は OECD 未公表（モデル期間外）,,2010Q1,2021Q4,0,0,#3
WD_PI,外生,,,外生,競争国の輸入価格の加重平均,2015年=100,"IMF,IFS",IMF International Financial Statistics,2015年=100,代用,= 米国 生産者物価（US_WPI と同じ系列）。論文は競争国の輸出・輸入価格の加重平均（IMF IFS）。OECD の G7 集計が取得できず米国で代用,data/raw/oecd_DSD_KEI_DF_KEI_USA-G7-OECD_M_PP_IX___.csv → external_series.csv,月次→四半期平均,"2015年=100（式9, 65, 80 には対数差・比で入る）",2023年以降は OECD 未公表（モデル期間外）,,2010Q1,2021Q4,0,0,#3
LANDT,内生,102,102,内生,有形非生産資産,10億円,"CAO,SNA",内閣府 国民経済計算・固定資本ストック速報,10億円（ストック・期末）,同種統計・加工差,ESRI 国民資産・負債残高 土地（暦年末、国全体）,data/raw/2022ss1_jp.xlsx,暦年末値を線形で四半期補間,10億円,なし,,2010Q1,2021Q4,0,0,
LANDV,内生,103,103,内生,有形非生産資産（家計保有分）,10億円,"CAO,SNA",内閣府 国民経済計算・固定資本ストック速報,10億円（ストック・期末）,同種統計・加工差,ESRI 家計（個人企業を含む）期末貸借対照表 土地（暦年末）,data/raw/2022si4_jp.xlsx,暦年末値を線形で四半期補間,10億円,なし,,2010Q1,2021Q4,0,0,
PROLA,外生,,,外生,有形非生産資産家計保有分比率,％,Author,内閣府経済社会総合研究所作成,小数（比率）,定義式（逆算）,LANDT ÷ LANDV（式102 を実績で閉じる。論文の「家計保有分比率」の逆数にあたる定義）,,,小数（>1）,なし,,2010Q1,2021Q4,0,0,
PLAND,内生,119,119,内生,市街地価格指数,2015年=1,不動産研究所,日本不動産研究所,2015年=1,代用,LANDT を 2015年平均=1 に指数化。論文は日本不動産研究所 市街地価格指数（有償。日本統計年鑑の掲載は2014年3月末まで）。式119 には対数で入り、水準・傾きを変えても乗数は変わらない（誤差修正項を全部動かしても差0）,,土地残高の変化率を地価の変化率とみなす,2015年=1,なし,,2010Q1,2021Q4,0,0,#3
RLAND,外生,,,外生,土地総額（家計保有分）／市街地地価指数（住宅地・全国平均）,10億円,Author,内閣府経済社会総合研究所作成,10億円/指数,定義式（逆算）,LANDV ÷ PLAND（式103 を実績で閉じる）,,,10億円/指数,なし,,2010Q1,2021Q4,0,0,
SHARETV,内生,100,100,内生,株式総額,10億円,"CAO,SNA",内閣府 国民経済計算・固定資本ストック速報,10億円（ストック・期末）,定義の解釈,ESRI 国民資産・負債残高 負債側 うち株式（居住者発行残高、暦年末）。資産側（保有分）だと株価収益率の水準が論文の含意より約2割低い,data/raw/2022ss1_jp.xlsx,暦年末値を線形で四半期補間,10億円,なし,,2010Q1,2021Q4,0,0,#1
PSHARE,内生,120,120,内生,東証株価指数(TOPIX),2015年=1,"TSE,ASR",東京証券取引所 統計月報,2015年=1,論文どおり,東証株価指数 TOPIX 月平均（ESRI 景気動向指数 先行系列の採用系列、原資料は東京証券取引所）,data/raw/esri_ci1_0907.xlsx → external_series.csv,月次→四半期平均→2015年平均=1,ポイント → 2015年=1,なし,,2010Q1,2021Q4,0,0,
RSHARET,外生,,,外生,株式総額／東証株価指数,10億円,Author,内閣府経済社会総合研究所作成,10億円/指数,定義式（逆算）,SHARETV ÷ PSHARE（式100 を実績で閉じる）,,,10億円/指数,なし,,2010Q1,2021Q4,0,0,
SHAREV,内生,101,101,内生,株式総額（家計保有分）,10億円,"CAO,SNA",内閣府 国民経済計算・固定資本ストック速報,10億円（ストック・期末）,同種統計,日本銀行 資金循環統計 家計 株式等（ストック、FF/FOF_FFAS430A330）。論文は SNA の家計保有株式（si4 期末貸借対照表にも同項目あり、未使用）,data/raw/boj_series.csv,四半期末残高そのまま,億円 ÷10 → 10億円,なし,,2010Q1,2021Q4,0,0,#3
RSHARE,内生,117,117,内生,株式総額（家計保有分）/東証株価指数,10億円,Author,内閣府経済社会総合研究所作成,10億円/指数,定義式（逆算）,SHAREV ÷ PSHARE（式101 を実績で閉じる）,,,10億円/指数,なし,,2010Q1,2021Q4,0,0,
REQU,外生,,,外生,自己資本比率,％,Author,内閣府経済社会総合研究所作成,小数（比率）,仮定値,自己資本比率 = 0.40 で全期間一定（法人企業統計の自己資本比率は概ね 40%）。論文は Author,,定数,小数（論文は %）,なし,0.4,2010Q1,2021Q4,0,0,#1 #3
SLRATIO,外生,,,外生,短期・長期負債比率,％,"MOF,MBFS",財務省 財政金融統計月報,小数（比率）,仮定値,短期・長期負債比率 = 0.50 で全期間一定。論文は財務省 財政金融統計月報（法人企業統計）,,定数,小数（論文は %）,なし,0.5,2010Q1,2021Q4,0,0,#1 #3
TINCR,外生,,,外生,投資税額控除率,％,Author,内閣府経済社会総合研究所作成,小数（比率）,仮定値,投資税額控除率 = 0（論文は Author）,,定数,小数,なし,0.0,2010Q1,2021Q4,0,0,#3
ROR,外生,,,外生,株価平均利回（東証第1部、有配当会社）,％,"TSE,ASR",東京証券取引所 統計月報,%,仮定値,株価平均利回り = 2.0% で全期間一定。論文は東証統計月報（東証一部 有配当会社）,,定数,%,なし,2.0,2010Q1,2021Q4,0,0,#1 #3
UREQ,外生,,,外生,均衡失業率,％,"JILPT,ULS",労働政策研究・研修機構 ユースフル労働統計,%,仮定値,均衡失業率 = 3.0% で全期間一定（論文は JILPT ユースフル労働統計）。式48・50 に log(UR/UREQ) 等で入る,,定数,%,なし,3.0,2010Q1,2021Q4,0,0,#3
CUXEQ,外生,,,外生,均衡稼働率指数,％,Author,内閣府経済社会総合研究所作成,2015年=100,逆算（Author 系列の代替）,CUX の 2010Q1〜2019Q4 平均（全期間一定）,,定数,2015年=100,なし,100.72261904761906,2010Q1,2021Q4,0,0,#3
LHXEQ,外生,,,外生,均衡労働時間指数,2015年=100,Author,内閣府経済社会総合研究所作成,2015年=100,逆算（Author 系列の代替）,LHX の 13期中心化移動平均（端は最低7期）,,,2015年=100,端の期間は min_periods=7 で計算,,2010Q1,2021Q4,0,0,#3
WPH,内生,96,96,内生,一人当たり雇用者報酬(労働時間変化の影響を除く),10万円,"CAO,SNA",内閣府 国民経済計算・固定資本ストック速報,10万円,定義式,100 × W ÷ LHX（式96）,,,10万円,なし,,2010Q1,2021Q4,0,0,
WPHXREQ,外生,,,外生,均衡一人当たり雇用者報酬（労働時間変化の影響を除く）,10万円,Author,内閣府経済社会総合研究所作成,10万円,逆算（Author 系列の代替）,(WPH ÷ PCPAT) の 2010Q1〜2019Q4 平均（全期間一定）,,定数,10万円（実質）,なし,48.27345023593084,2010Q1,2021Q4,0,0,#3
ERRPFU,外生,,,外生,生産関数誤差項,10億円,Author,内閣府経済社会総合研究所作成,10億円・季調年率,逆算（Author 系列の代替）,式54（生産関数）を実績の稼働率で満たす残差の GDP 比（2015〜19年平均）× GDP,,四半期ごとの残差は稼働率のノイズを含むため GDP 比を一定にする,10億円・年率,なし,,2010Q1,2021Q4,0,0,#3
RSBGV,外生,,,外生,一般政府累積財政赤字評価調整額,10億円,Author,内閣府経済社会総合研究所作成,10億円（ストック・期末）,残差（Author 系列の代替）,SBGV − SBGV(-1) + BGV/4（式141 を実績で閉じる評価調整額）,,,10億円,2010Q1 は欠損（ラグ）,,2010Q2,2021Q4,1,0,
GDPD,内生,1,1,内生,実質国内総生産成長率(年率）,％,Author,内閣府経済社会総合研究所作成,%,定義式,model.py 式1 を実績値に当てはめて算出（build_data.fill_identities）,,,,なし,,2010Q2,2021Q4,1,0,
GDPVEXCT,内生,26,26,内生,国内総生産(名目、消費税除く),10億円,Author,内閣府経済社会総合研究所作成,10億円・季調年率,定義式,model.py 式26 を実績値に当てはめて算出（build_data.fill_identities）,,,,なし,,2010Q1,2021Q4,0,0,
CPVEXCT,内生,27,27,内生,民間最終消費支出(名目、消費税除く),10億円,Author,内閣府経済社会総合研究所作成,10億円・季調年率,定義式,model.py 式27 を実績値に当てはめて算出（build_data.fill_identities）,,,,なし,,2010Q1,2021Q4,0,0,
IFPVEXCT,内生,28,28,内生,民間企業設備固定資本形成(名目、消費税除く),10億円,Author,内閣府経済社会総合研究所作成,10億円・季調年率,定義式,model.py 式28 を実績値に当てはめて算出（build_data.fill_identities）,,,,なし,,2010Q1,2021Q4,0,0,
IHPVEXCT,内生,29,29,内生,民間固定資本形成(名目、消費税除く),10億円,Author,内閣府経済社会総合研究所作成,10億円・季調年率,定義式,model.py 式29 を実績値に当てはめて算出（build_data.fill_identities）,,,,なし,,2010Q1,2021Q4,0,0,
INPVEXCT,内生,30,30,内生,民間企業在庫品増加(名目、消費税除く),10億円,Author,内閣府経済社会総合研究所作成,10億円・季調年率,定義式,model.py 式30 を実績値に当てはめて算出（build_data.fill_identities）,,,,なし,,2010Q1,2021Q4,0,0,
CGVEXCT,内生,31,31,内生,政府最終消費支出(名目、消費税除く),10億円,Author,内閣府経済社会総合研究所作成,10億円・季調年率,定義式,model.py 式31 を実績値に当てはめて算出（build_data.fill_identities）,,,,なし,,2010Q1,2021Q4,0,0,
IGVEXCT,内生,32,32,内生,公的固定資本形成(名目、消費税除く),10億円,Author,内閣府経済社会総合研究所作成,10億円・季調年率,定義式,model.py 式32 を実績値に当てはめて算出（build_data.fill_identities）,,,,なし,,2010Q1,2021Q4,0,0,
INGVEXCT,内生,33,33,内生,公的在庫品増加(名目、消費税除く),10億円,Author,内閣府経済社会総合研究所作成,10億円・季調年率,定義式,model.py 式33 を実績値に当てはめて算出（build_data.fill_identities）,,,,なし,,2010Q1,2021Q4,0,0,
MGSVEXCT,内生,34,34,内生,財貨・サービスの輸入(名目、消費税除く),10億円,Author,内閣府経済社会総合研究所作成,10億円・季調年率,定義式,model.py 式34 を実績値に当てはめて算出（build_data.fill_identities）,,,,なし,,2010Q1,2021Q4,0,0,
KFP,内生,35,35,内生,民間企業資本ストック(実質),10億円,Author,内閣府経済社会総合研究所作成,10億円（ストック・期末）,定義式,model.py 式35 を実績値に当てはめて算出（build_data.fill_identities）,,,,なし,,2010Q4,2021Q4,3,0,
RFP,内生,36,36,内生,民間企業固定資本除却(実質),10億円,Author,内閣府経済社会総合研究所作成,10億円・季調年率,定義式,model.py 式36 を実績値に当てはめて算出（build_data.fill_identities）,,,,なし,,2011Q1,2021Q4,4,0,
RFPV,内生,37,37,内生,民間企業固定資本除却(名目),10億円,Author,内閣府経済社会総合研究所作成,10億円・季調年率,定義式,model.py 式37 を実績値に当てはめて算出（build_data.fill_identities）,,,,なし,,2011Q1,2021Q4,4,0,
KFPSTA,内生,38,38,内生,均衡民間企業資本ストック,10億円,Author,内閣府経済社会総合研究所作成,10億円（ストック・期末）,定義式,model.py 式38 を実績値に当てはめて算出（build_data.fill_identities）,,,,なし,,2011Q4,2021Q4,7,0,
KHP,内生,39,39,内生,民間住宅ストック(実質),10億円,Author,内閣府経済社会総合研究所作成,10億円（ストック・期末）,定義式,model.py 式39 を実績値に当てはめて算出（build_data.fill_identities）,,,,なし,,2010Q4,2021Q4,3,0,
RHPV,内生,40,40,内生,民間住宅除却(名目),10億円,Author,内閣府経済社会総合研究所作成,10億円・季調年率,定義式,model.py 式40 を実績値に当てはめて算出（build_data.fill_identities）,,,,なし,,2011Q1,2021Q4,4,0,
KNP,内生,41,41,内生,民間企業在庫ストック(実質),10億円,Author,内閣府経済社会総合研究所作成,10億円（ストック・期末）,定義式,model.py 式41 を実績値に当てはめて算出（build_data.fill_identities）,,,,なし,,2010Q4,2021Q4,3,0,
RNPV,内生,42,42,内生,在庫品評価調整額,10億円,Author,内閣府経済社会総合研究所作成,10億円・季調年率,定義式,model.py 式42 を実績値に当てはめて算出（build_data.fill_identities）,,,,なし,,2011Q1,2021Q4,4,0,
KG,内生,43,43,内生,公的固定資本ストック(実質),10億円,Author,内閣府経済社会総合研究所作成,10億円（ストック・期末）,定義式,model.py 式43 を実績値に当てはめて算出（build_data.fill_identities）,,,,なし,,2010Q4,2021Q4,3,0,
GDPPOT,内生,50,50,内生,完全雇用GDP,10億円,Author,内閣府経済社会総合研究所作成,10億円・季調年率,定義式,model.py 式50 を実績値に当てはめて算出（build_data.fill_identities）,,,,なし,,2011Q1,2021Q4,4,0,
GDPGAP,内生,51,51,内生,GDPギャップ,％,Author,内閣府経済社会総合研究所作成,%,定義式,model.py 式51 を実績値に当てはめて算出（build_data.fill_identities）,,,,なし,,2011Q1,2021Q4,4,0,
PIFPATGR,内生,59,59,内生,民間企業設備投資デフレータ(消費税除く）成長率,,Author,内閣府経済社会総合研究所作成,小数（比率）,定義式,model.py 式59 を実績値に当てはめて算出（build_data.fill_identities）,,,,なし,,2011Q1,2021Q4,4,0,
PIFPATSUM,内生,60,60,内生,民間企業設備投資デフレータ(消費税除く）成長率平均,,Author,内閣府経済社会総合研究所作成,小数（比率）,定義式,model.py 式60 を実績値に当てはめて算出（build_data.fill_identities）,,,,なし,,2011Q2,2021Q4,5,0,
WIPH,内生,70,70,内生,一人当たり俸給・賃金(労働時間変化の影響を除く),10万円,Author,内閣府経済社会総合研究所作成,10万円,定義式,model.py 式70 を実績値に当てはめて算出（build_data.fill_identities）,,,,なし,,2010Q1,2021Q4,0,0,
PGDPD,内生,72,72,内生,GDPデフレータ対前期比変化率(年率）,％,"CAO,SNA",内閣府 国民経済計算・固定資本ストック速報,%,定義式,model.py 式72 を実績値に当てはめて算出（build_data.fill_identities）,,,,なし,,2010Q2,2021Q4,1,0,
YCVAT,内生,85,85,内生,法人企業所得（税引後）,10億円,Author,内閣府経済社会総合研究所作成,10億円・季調年率,定義式,model.py 式85 を実績値に当てはめて算出（build_data.fill_identities）,,,,なし,,2011Q1,2021Q4,4,0,
INPVA,内生,88,88,内生,民間企業在庫品評価調整額,10億円,Author,内閣府経済社会総合研究所作成,10億円・季調年率,定義式,model.py 式88 を実績値に当てはめて算出（build_data.fill_identities）,,,,なし,,2011Q1,2021Q4,4,0,
YLV,内生,92,92,内生,労働所得(名目),10億円,Author,内閣府経済社会総合研究所作成,10億円・季調年率,定義式,model.py 式92 を実績値に当てはめて算出（build_data.fill_identities）,,,,なし,,2010Q1,2021Q4,0,0,
YL,内生,93,93,内生,労働所得(実質),10億円,Author,内閣府経済社会総合研究所作成,10億円・季調年率,定義式,model.py 式93 を実績値に当てはめて算出（build_data.fill_identities）,,,,なし,,2010Q1,2021Q4,0,0,
NWCV,内生,97,97,内生,純資産（家計保有分）,10億円,Author,内閣府経済社会総合研究所作成,10億円（ストック・期末）,定義式,model.py 式97 を実績値に当てはめて算出（build_data.fill_identities）,,,,なし,,2010Q4,2021Q4,3,0,
NWTV,内生,98,98,内生,純資産（総額）,10億円,Author,内閣府経済社会総合研究所作成,10億円（ストック・期末）,定義式,model.py 式98 を実績値に当てはめて算出（build_data.fill_identities）,,,,なし,,2010Q4,2021Q4,3,0,
FNWV,内生,99,99,内生,金融純資産,10億円,Author,内閣府経済社会総合研究所作成,10億円（ストック・期末）,定義式,model.py 式99 を実績値に当てはめて算出（build_data.fill_identities）,,,,なし,,2010Q1,2021Q4,0,0,
KPV,内生,106,106,内生,民間総資本ストック（名目）,10億円,Author,内閣府経済社会総合研究所作成,10億円（ストック・期末）,定義式,model.py 式106 を実績値に当てはめて算出（build_data.fill_identities）,,,,なし,,2010Q4,2021Q4,3,0,
KNGDEQ,内生,110,110,内生,均衡民間在庫ストックGDP比（実質）,％,Author,内閣府経済社会総合研究所作成,小数（比率）,定義式,model.py 式110 を実績値に当てはめて算出（build_data.fill_identities）,,,,なし,,2010Q1,2021Q4,0,0,
MK,内生,112,112,内生,貨幣供給量対実質GDP比率,10億円,Author,内閣府経済社会総合研究所作成,小数（比率）,定義式,model.py 式112 を実績値に当てはめて算出（build_data.fill_identities）,,,,なし,,2010Q1,2021Q4,0,0,
PERR,内生,118,118,内生,株価収益率,倍,Author,内閣府経済社会総合研究所作成,倍,定義式,model.py 式118 を実績値に当てはめて算出（build_data.fill_identities）,,,,なし,,2011Q1,2021Q4,4,0,
PVDP,内生,121,121,内生,減価償却の現在価値,,Author,内閣府経済社会総合研究所作成,小数（比率）,定義式,model.py 式121 を実績値に当てはめて算出（build_data.fill_identities）,,,,なし,,2010Q1,2021Q4,0,0,
UCCDB,内生,122,122,内生,借入資本の使用者費用,10億円,Author,内閣府経済社会総合研究所作成,小数（比率）,定義式,model.py 式122 を実績値に当てはめて算出（build_data.fill_identities）,,,,なし,,2011Q2,2021Q4,5,0,
UCCDE,内生,123,123,内生,自己資本の使用者費用,10億円,Author,内閣府経済社会総合研究所作成,小数（比率）,定義式,model.py 式123 を実績値に当てはめて算出（build_data.fill_identities）,,,,なし,,2011Q4,2021Q4,7,0,
UCCPF,内生,124,124,内生,資本の使用者費用,10億円,Author,内閣府経済社会総合研究所作成,小数（比率）,定義式,model.py 式124 を実績値に当てはめて算出（build_data.fill_identities）,,,,なし,,2011Q4,2021Q4,7,0,
UCC,内生,125,125,内生,資本コスト（実質）,10億円,Author,内閣府経済社会総合研究所作成,小数（比率）,定義式,model.py 式125 を実績値に当てはめて算出（build_data.fill_identities）,,,,なし,,2011Q4,2021Q4,7,0,
BGV,内生,126,126,内生,一般政府財政バランス,10億円,"CAO,SNA",内閣府 国民経済計算・固定資本ストック速報,10億円・季調年率,論文どおり,式126（OTNGV を含む）。年度平均が ESRI 国民経済計算 一般政府の部門別勘定（GFS）の純貸出(+)/純借入(-) に一致,data/raw/2022s6_2_jp.xlsx,式126 を実績に当てはめ、OTNGV で SNA の年度値に合わせる,10億円・年率,なし,,2010Q1,2021Q4,0,0,
BGVATGDPV,内生,127,127,内生,一般政府財政バランス対名目GDP比,％,Author,内閣府経済社会総合研究所作成,%,定義式,model.py 式127 を実績値に当てはめて算出（build_data.fill_identities）,,,,なし,,2010Q1,2021Q4,0,0,
SBGVATGDPV,内生,142,142,内生,一般政府累積財政赤字対名目GDP比,％,Author,内閣府経済社会総合研究所作成,%,定義式,model.py 式142 を実績値に当てはめて算出（build_data.fill_identities）,,,,なし,,2010Q1,2021Q4,0,0,
BCVATGDPV,内生,151,151,内生,経常収支対名目GDP比,％,Author,内閣府経済社会総合研究所作成,%,定義式,model.py 式151 を実績値に当てはめて算出（build_data.fill_identities）,,,,なし,,2010Q1,2021Q4,0,0,
SBCVATGDPV,内生,152,152,内生,累積経常収支対名目GDP比,％,Author,内閣府経済社会総合研究所作成,%,定義式,model.py 式152 を実績値に当てはめて算出（build_data.fill_identities）,,,,なし,,2010Q1,2021Q4,0,0,
